"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"314","6/26/2018 19:14:17","nbs52","10.1257/mac.20150218","Yes","No, I needed to make changes in the code.","Yes","- See REPLICATION.txt","Yes",NA,NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"- This was a smooth replication task. Authors made it very easy.","StataMP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"315","6/27/2018 11:12:04","hat42","10.1257/app.20140494","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata 15","Yes",NA,NA,NA,"Stata","Excel, Stata",NA,NA,NA
"316","6/27/2018 11:19:50","hat42","10.1257/app.20140506",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Readme file looked like it would have been useful if the data was provided",5,NA,"Fees to access the data aren't clear, but there is a cost based on how much data you want to download from Statistics Netherlands","Stata 15","No","Confidential Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"317","6/27/2018 11:22:25","hat42","10.1257/app.20160214",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Readme file did not explain replication steps, just gave information on how to access the data",5,NA,NA,"Stata 15","No","Confidential Data","private, commercial entity","informal access, commitment","Stata","Stata",NA,NA,NA
"318","6/27/2018 14:56:53","ap676","10.1257/app.20150365",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","1. For tables 4 and 6, make the Stata output readable, so that the values that belong in the tables are distinguishable from the rest of the output. 
2. Include commands in tab4_and_tab6.do to use the included datasets before their respective regressions.
3. This may be due to authors using an older Stata version, but they should account for the default matsize limit of 400 (which needs to be manually increased by the user to run tab4_and_tab6.do) in later versions of Stata.
4. Despite the confidentiality of the data needed to replicate all other tables and figures (not tables 4 and 6), the authors should still include the code used to produce these other tables and figures.",5,"All of the figures and most of the tables did not have code for them, and the data needed to produce these figures and tables is confidential. The Stata output for the tables that did have code was not organized, and it was essentially impossible to distinguish which values were meant to be part of the tables.","Once again, authors need to make their Stata output readable, so that the values that belong in the tables are distinguishable from the rest of the output.","Stata 15.1 MP","No","Missing Code","administrative, national","formal access","Stata","Stata",NA,NA,NA
"319","6/28/2018 22:28:56","vsn9","10.1257/app.20150027","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Installed mysureg extension & fixed collinearity issues (dropped  _Idcode_11 from mysureg command in the B panels).","No, some of the numbers are different.","Table 5, Table A4b, Table A4c, Table A4d, & Table A5. Most values match up with those in the paper and the ones that don't (mostly ""mean control group"" values) are very close. Many rounding errors.",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Provide the mysureg ado files (or information on where & how to find and download them). Generate output files so the results of the programs can easily be matched up with those in the paper. Include logging (the Readme states that they are included but they are in fact not from what I can tell).",1,NA,"It is not necessary to download the zanthro ado files to run the script for Table 5 (Readme says that it is).","Stata 15.1","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"320","6/29/2018 11:40:47","nbs52","10.1257/mac.20120222","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","- Had to install xml_tab","Yes",NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"StataMP 15","Yes",NA,NA,NA,"Stata, Excel","Excel, Stata",NA,NA,NA
"321","6/29/2018 15:45:28","gab99","10.1257/app.20130399","Yes","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","In table 1, the ""date disbursed (year) column values do not match and in table 5, column (1), the value reported for 100% relief is different.",NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The author includes no information on what order to run the .do files in, and simply doesn't provide .do file for any figures. There are no instructions, just an explanation that each .do corresponds with a table.",1,NA,"The code ran smoothly despite the authors lack of instruction. Certain values are missing or do not match the article, and only code for the tables is provided. The author provides no code for any figures.","Stata15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"322","6/29/2018 16:40:45","vsn9","10.1257/app.20140473","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Had to comment out sections using proprietary data","Yes","In Figure 4 Panel B the third graph is labeled “Los Esteros vintage 2002” instead of “Los Esteros vintage 2007”.",NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","The replication exercise is easy up until the point where one has to analyze the figures and tables in the online appendix for accuracy. In the .do file for the online appendix, the authors do not create output files for most of the tables & figures. The program is also extremely long/slow and poorly commented (in terms of the location of figures & tables), AND the tables aren’t saved in the log file (I believe they pop up in the Data Editor). Because of these issues, I was not able to isolate tables A2-A7 for comparison (despite extensive efforts), so the replication analysis of the online appendix section is, sadly, incomplete.",2,"The authors make it extremely difficult to isolate most of the tables & figures in the online appendix for comparison.","I was not able to find and analyze the accuracy of tables A2-A7 so the replication is to some extent incomplete.","Stata 15.1","Partial",NA,NA,NA,"Stata","csv, Excel, txt, Stata",NA,NA,NA
"323","6/29/2018 17:26:00","vsn9","10.1257/app.20150083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,NA,"The raw datafiles needed for replication are available to researchers upon request. The author provides links to the offices that administer the data, names of individuals working within those offices who helped her obtain the necessary data, and information on which specific data files are needed within the Readme, but it is still pretty unclear to me what steps are required to actually obtain the necessary data after clicking on the links (at least on the ASER website). Because of this I was not able to find and download the data files needed for replication, but I think someone more experienced than myself would not have much difficulty in doing this.","Stata 15.1","No","Missing data (available but cannot be redistributed)",NA,NA,"Stata","Stata",NA,NA,NA
"324","6/29/2018 17:54:31","vsn9","10.1257/app.20130505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Provide updated/working links to the websites that provide the missing datasets",4,NA,"The process to access the Aberdeen datafiles appears to be pretty involved and may be outside of the scope of this project. According to the Aberdeen website: 
https://www.abdn.ac.uk/birth-cohorts/1950s/for-researchers/data-access/
""work with ACONF data requires a rigorous permission process and vetting of data security"". 
The LFS data does not look too difficult to access, however. Just requires a brief registration process via the links: 
https://www.ukdataservice.ac.uk/get-data/how-to-access/registration/nonukusers
http://www.data-archive.ac.uk/sign-up/credentials-application","Stata 15.1","No","Proprietary/licensed data",NA,NA,"Stata","Stata, No datasets provided. Authors call upon datasets in Stata format in their .do files.",NA,NA,NA
"325","6/30/2018 17:49:53","nwl27","10.1257/mac.20130108","Yes","Yes, no changes were necessary.",NA,NA,"Yes","Some of the tables and figures were missing; see REPLICATION.txt",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata MP 15","Partial",NA,NA,NA,"Stata, Matlab","csv, Stata",NA,NA,NA
"326","6/30/2018 17:52:55","wc444","10.1257/app.20160055","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes","Did not generate table1 or any of the graphs.",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Could be more detailed.",3,NA,"Again, couldn't fix a simple bug so maybe that't why table1 is not generated.","Stata 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"327","6/30/2018 19:37:12","nwl27","10.1257/app.20140262",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"Because Statistics Norway has certain requirements that we can't fulfill at this point in time, this data is impossible to procure for now and therefore this article is impossible to replicate","Wasn't able to replicate because no data","No","Confidential Data","administrative, national","formal access","Stata","Don't Know",0,0,NA
"328","6/30/2018 19:49:27","nwl27","10.1257/app.20150114",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Article was not replicable",5,NA,NA,"Wasn't able to run the program because there was no data provided","No","Confidential Data","administrative, national","formal access","Stata","Don't Know",NA,NA,NA
"329","6/30/2018 20:34:51","nwl27","10.1257/app.20140405",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"Datasets only partially provided, but partial replication of the article is impossible to run without all the data present","Stata MP 15","No","Confidential Data","administrative, national","formal access","Stata, Matlab","csv, Excel, Stata",NA,NA,NA
"330","7/1/2018 16:49:57","ap676","10.1257/app.20140468","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"Parts of the article were not replicable due to confidential data, but the parts that did have included data were relatively easy to reproduce. Table data was well-organized.","Stata MP 15.1","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
